FlightHistoryId,CutoffTime,ArrivalAirport,ScheduledArrivalTime,CurrentLatitude,CurrentLongitude,CurrentAltitude,CurrentGroundSpeed,StandardPassengerCount,PremiumPassengerCount,FuelRemainingPounds,FuelCost,CrewDelayCost,OtherHourlyCosts,NonarrivalPenalty,DelayCostProportion30m,DelayCostProportion2h,MaxStandardDelayCost,MaxPremiumDelayCost,FreeAltitudeChanges,AltitudeChangeCost,TurbulenceCostPer6Minutes
308674361,2013-09-11 18:24:19+00:00,KMCO,2013-09-11 21:02:00+00:00,41.470001,-71.07,23700,409,119,16,19755.76528,9.58,619.43,1336.86,100000,0.3,0.759,25.11,147.79,5,100.0,40.0
308674367,2013-09-11 18:24:19+00:00,KMDW,2013-09-11 19:55:00+00:00,42.580002,-78.599998,40000,394,125,15,13805.76528,4.58,601.34,1497.27,100000,0.04,0.445,37.46,82.31,5,100.0,40.0
308674373,2013-09-11 18:24:19+00:00,KMIA,2013-09-11 19:30:00+00:00,29.870001,-78.830002,40000,417,131,14,12305.76528,8.58,583.24,1657.69,100000,0.071,0.681,10.8,176.83,5,100.0,40.0
308674377,2013-09-11 18:24:19+00:00,KMKE,2013-09-11 18:50:00+00:00,43.119999,-86.419998,23600,383,135,14,8555.765278,2.25,804.51,1097.97,100000,0.285,0.838,32.03,79.85,5,100.0,40.0
308674402,2013-09-11 18:24:19+00:00,KORD,2013-09-11 19:10:00+00:00,41.279999,-85.980003,25000,439,138,16,9805.765278,9.92,612.46,1599.7,100000,0.027,0.721,18.46,153.69,5,100.0,40.0
308674412,2013-09-11 18:24:19+00:00,KORD,2013-09-11 19:56:00+00:00,43.150002,-75.93,37900,422,104,15,14389.09861,7.59,815.63,1200.39,100000,0.271,0.564,13.04,151.23,5,100.0,40.0
308674417,2013-09-11 18:24:19+00:00,KORD,2013-09-11 19:25:00+00:00,42.93,-83.93,30000,435,131,13,11022.43194,1.93,917.22,1500.74,100000,0.104,0.761,10.32,70,5,100.0,40.0
308674448,2013-09-11 18:24:19+00:00,KPHL,2013-09-11 19:06:00+00:00,39.849998,-73.599998,20000,368,139,14,8489.098611,4.6,707.07,1162.89,100000,0.166,0.88,9.1,78.36,5,100.0,40.0
308674454,2013-09-11 18:24:19+00:00,KPHX,2013-09-11 19:52:00+00:00,35.669998,-105.5,36000,434,101,13,16255.76528,8.6,688.98,1323.3,100000,0.197,0.566,21.44,172.89,5,100.0,40.0
308674505,2013-09-11 18:24:19+00:00,KSFO,2013-09-11 21:42:00+00:00,40.73,-97.82,38000,407,130,13,26472.43194,6.61,885.18,1186.83,100000,0.169,0.371,9.36,176.33,5,100.0,40.0
308674513,2013-09-11 18:24:19+00:00,KSFO,2013-09-11 19:20:00+00:00,38.02,-117.830002,36000,461,137,14,14889.09861,2.95,627.72,1067.39,100000,0.017,0.685,12.82,142.36,5,100.0,40.0
308674515,2013-09-11 18:24:19+00:00,KSFO,2013-09-11 19:10:00+00:00,37.849998,-119.050003,38000,459,139,12,15139.09861,4.28,388.36,1787.53,100000,0.124,0.764,3.93,173.86,5,100.0,40.0
308675878,2013-09-11 18:24:19+00:00,KDEN,2013-09-11 20:15:00+00:00,34.630001,-117.970001,19000,376,142,12,14889.09861,4.25,361.41,1061.94,100000,0.066,0.453,13,46.22,5,100.0,40.0
308675918,2013-09-11 18:24:19+00:00,KPDX,2013-09-11 19:04:00+00:00,43.549999,-122.470001,30000,492,138,15,8539.098611,3.93,474.11,1464.71,100000,0.175,0.376,30.29,196.37,5,100.0,40.0
308675921,2013-09-11 18:24:19+00:00,KPHX,2013-09-11 18:50:00+00:00,34.77,-112.769997,27000,406,119,15,6972.431944,5.93,815.07,1044.92,100000,0.19,0.493,36.47,83.63,5,100.0,40.0
308675933,2013-09-11 18:24:19+00:00,KSEA,2013-09-11 20:26:00+00:00,35.630001,-119.18,35100,445,131,13,15489.09861,4.93,778.88,1365.75,100000,0.252,0.415,22.15,112.68,5,100.0,40.0
308675940,2013-09-11 18:24:19+00:00,KSFO,2013-09-11 18:05:00+00:00,34.799999,-118.849998,18900,375,116,13,6422.431944,9.6,641.1,1386.23,100000,0.191,0.691,10.55,62.95,5,100.0,40.0
308675942,2013-09-11 18:24:19+00:00,KSJC,2013-09-11 18:55:00+00:00,35.93,-120.900002,34200,431,117,15,6972.431944,1.94,401.74,1106.37,100000,0.298,0.769,1.67,94.46,5,100.0,40.0
308676030,2013-09-11 18:24:19+00:00,KATL,2013-09-11 19:54:00+00:00,38.330002,-78.029999,29900,453,116,14,12455.76528,6.62,369.7,1792.47,100000,0.073,0.379,39.71,40.79,5,100.0,40.0
308676094,2013-09-11 18:24:19+00:00,KCLT,2013-09-11 19:18:00+00:00,36.93,-79.379997,32000,469,135,14,9272.431944,4.3,410.03,1836.9,100000,0.015,0.695,28.37,89.03,5,100.0,40.0
308676112,2013-09-11 18:24:19+00:00,KCVG,2013-09-11 19:29:00+00:00,38.849998,-81.480003,28000,420,109,15,10539.09861,7.31,355.75,1318.15,100000,0.108,0.853,26.41,52.6,5,100.0,40.0
308676128,2013-09-11 18:24:19+00:00,KDFW,2013-09-11 20:05:00+00:00,36.049999,-88.370003,36000,445,125,13,14439.09861,8.98,540.84,1079.26,100000,0.093,0.382,33.32,144.66,5,100.0,40.0
308676138,2013-09-11 18:24:19+00:00,KDTW,2013-09-11 19:00:00+00:00,41.029999,-81.269997,30000,426,135,13,8722.431944,6.65,744.01,1679.95,100000,0.048,0.775,27.89,142.2,5,100.0,40.0
308676153,2013-09-11 18:24:19+00:00,KFLL,2013-09-11 19:15:00+00:00,28.08,-79.68,27700,465,128,15,9805.765278,7.65,348.78,1580.99,100000,0.125,0.815,19.75,58.5,5,100.0,40.0
308676168,2013-09-11 18:24:19+00:00,KIAH,2013-09-11 19:24:00+00:00,30.68,-93.5,28700,443,120,12,11622.43194,8.65,653.54,1482.03,100000,0.202,0.855,11.61,134.81,5,100.0,40.0
308676193,2013-09-11 18:24:19+00:00,KLAX,2013-09-11 19:20:00+00:00,34.720001,-115.699997,36000,429,123,14,13472.43194,7.33,461.49,1983.76,100000,0.234,0.738,37.04,48.65,5,100.0,40.0
308676322,2013-09-11 18:24:19+00:00,KSTL,2013-09-11 19:50:00+00:00,38.93,-78.080002,25400,407,140,13,14222.43194,3.35,422.47,1932.7,100000,0.026,0.86,29.43,160.89,5,100.0,40.0
308680233,2013-09-11 18:24:19+00:00,KORD,2013-09-11 19:19:00+00:00,42.52,-90.519997,18200,444,105,15,8405.765278,1.57,645.06,1663.61,100000,0.196,0.628,28.44,173.79,5,100.0,40.0
308680892,2013-09-11 18:24:19+00:00,KCLT,2013-09-11 19:17:00+00:00,37.130001,-82.019997,28000,416,118,13,9005.765278,9.05,874.44,1449.26,100000,0.197,0.687,6.19,155.51,5,100.0,40.0
308680907,2013-09-11 18:24:19+00:00,KDEN,2013-09-11 20:25:00+00:00,41.48,-92.379997,34000,384,111,14,16522.43194,1.06,479.2,1350.3,100000,0.274,0.727,37.05,71.82,5,100.0,40.0
308680912,2013-09-11 18:24:19+00:00,KDFW,2013-09-11 20:40:00+00:00,39.799999,-85.080002,34000,436,137,12,17639.09861,4.39,580.79,1650.64,100000,0.106,0.374,34.33,150.59,5,100.0,40.0
308681197,2013-09-11 18:24:19+00:00,KATL,2013-09-11 19:17:00+00:00,34.900002,-82.480003,22000,432,133,15,9255.765278,5.45,771.34,1770.38,100000,0.12,0.579,35.66,160.4,5,100.0,40.0
308681251,2013-09-11 18:24:19+00:00,KBOS,2013-09-11 19:27:00+00:00,38.619999,-75.379997,35000,473,142,14,10772.43194,5.47,608.5,1214.12,100000,0.107,0.502,29.75,51.11,5,100.0,40.0
308681371,2013-09-11 18:24:19+00:00,KDEN,2013-09-11 19:28:00+00:00,38.830002,-101.43,30000,447,128,15,12439.09861,4.49,946.62,1422.44,100000,0.143,0.82,3.62,181.56,5,100.0,40.0
308681381,2013-09-11 18:24:19+00:00,KDFW,2013-09-11 19:52:00+00:00,34.080002,-88.949997,32000,446,138,15,13339.09861,2.16,449.8,1023.13,100000,0.098,0.663,37.19,179.09,5,100.0,40.0
308681483,2013-09-11 18:24:19+00:00,KHOU,2013-09-11 20:25:00+00:00,33.650002,-84.730003,40000,471,107,15,16472.43194,7.19,842.21,1750.19,100000,0.041,0.824,13.04,185.98,5,100.0,40.0
308681509,2013-09-11 18:24:19+00:00,KIAH,2013-09-11 19:42:00+00:00,32.080002,-90.800003,38000,462,133,13,12489.09861,6.52,530.47,1112,100000,0.272,0.746,14.53,115.57,5,100.0,40.0
308681531,2013-09-11 18:24:19+00:00,KIND,2013-09-11 18:51:00+00:00,38.07,-85.029999,30000,470,110,15,7239.098611,3.2,697.46,1033.52,100000,0.288,0.511,33.79,142.16,5,100.0,40.0
308681556,2013-09-11 18:24:19+00:00,KJFK,2013-09-11 19:08:00+00:00,37.25,-76.050003,37000,482,113,12,9105.765278,1.87,505.4,1535.25,100000,0.03,0.394,20.22,56,5,100.0,40.0
308681570,2013-09-11 18:24:19+00:00,KLAX,2013-09-11 20:32:00+00:00,35.93,-105.18,31300,437,127,13,19439.09861,2.21,929.85,1576.22,100000,0.198,0.394,36.02,116.55,5,100.0,40.0
308681620,2013-09-11 18:24:19+00:00,KMCI,2013-09-11 19:36:00+00:00,36.080002,-89.349998,38000,449,132,15,11555.76528,8.55,545.73,1579.68,100000,0.262,0.71,8.88,104.24,5,100.0,40.0
308681646,2013-09-11 18:24:19+00:00,KMEM,2013-09-11 18:54:00+00:00,35.75,-88.879997,24100,448,114,14,7889.098611,7.89,933.99,1941.49,100000,0.202,0.632,10.37,193.84,5,100.0,40.0
308681654,2013-09-11 18:24:19+00:00,KMIA,2013-09-11 19:15:00+00:00,29.82,-80.82,36000,441,122,15,10055.76528,4.22,676.54,1822.04,100000,0.05,0.397,13.83,159.87,5,100.0,40.0
308681661,2013-09-11 18:24:19+00:00,KMIA,2013-09-11 19:18:00+00:00,30.52,-83.07,37000,473,106,15,9522.431944,8.89,538.76,1842.52,100000,0.279,0.672,2.23,110.14,5,100.0,40.0
308681744,2013-09-11 18:24:19+00:00,KPBI,2013-09-11 19:16:00+00:00,30.85,-82.730003,34000,467,122,13,9572.431944,1.24,405.13,1228.27,100000,0.222,0.635,3.99,137.7,5,100.0,40.0
308681772,2013-09-11 18:24:19+00:00,KPHX,2013-09-11 19:56:00+00:00,36.049999,-104.480003,30000,448,106,14,15489.09861,1.92,554.03,1310.21,100000,0.269,0.636,35.59,98.81,5,100.0,40.0
308681775,2013-09-11 18:24:19+00:00,KPHX,2013-09-11 21:26:00+00:00,32.619999,-89.43,34000,472,131,13,23072.43194,3.92,894.98,1890.42,100000,0.284,0.754,2.76,146.07,5,100.0,40.0
308682035,2013-09-11 18:24:19+00:00,KCLT,2013-09-11 19:08:00+00:00,37.330002,-82.120003,29200,498,124,14,8605.765278,6.31,577.59,1508.43,100000,0.266,0.527,17.65,82.05,5,100.0,40.0
308682050,2013-09-11 18:24:19+00:00,KDFW,2013-09-11 19:15:00+00:00,35.400002,-93.980003,34000,455,116,16,11639.09861,7.31,882.35,1409.47,100000,0.053,0.566,9.51,158.35,5,100.0,40.0
308682072,2013-09-11 18:24:19+00:00,KIAH,2013-09-11 20:11:00+00:00,39.169998,-85.480003,29100,379,138,14,16789.09861,3.99,349.34,1330.99,100000,0.069,0.881,28.77,184.93,5,100.0,40.0
308682078,2013-09-11 18:24:19+00:00,KJFK,2013-09-11 19:15:00+00:00,41.98,-79.129997,33000,459,144,13,11222.43194,7.99,331.25,1491.41,100000,0.1,0.567,2.12,119.46,5,100.0,40.0
308682084,2013-09-11 18:24:19+00:00,KLGA,2013-09-11 19:29:00+00:00,40.200001,-80.019997,29000,448,106,16,10372.43194,2.99,313.15,1651.83,100000,0.131,0.803,14.46,53.98,5,100.0,40.0
308682109,2013-09-11 18:24:19+00:00,KMSP,2013-09-11 19:30:00+00:00,41.73,-86.099998,34000,448,109,13,12572.43194,1.66,821.1,1153.56,100000,0.163,0.686,39.89,127.82,5,100.0,40.0
308682138,2013-09-11 18:24:19+00:00,KPHX,2013-09-11 21:30:00+00:00,39.27,-88.330002,38000,434,115,15,24055.76528,3,850.31,1095.57,100000,0.118,0.726,8.55,104.68,5,100.0,40.0
308682670,2013-09-11 18:24:19+00:00,KIAH,2013-09-11 19:16:00+00:00,33.599998,-98.980003,33000,454,112,16,10072.43194,6.79,879.34,1652.42,100000,0.143,0.743,24.02,165.67,5,100.0,40.0
308682674,2013-09-11 18:24:19+00:00,KLAX,2013-09-11 20:14:00+00:00,37.419998,-106.949997,31300,413,116,12,15422.43194,9.45,400.61,1092.69,100000,0.067,0.35,6.25,68.69,5,100.0,40.0
308682678,2013-09-11 18:24:19+00:00,KORD,2013-09-11 19:17:00+00:00,42.52,-90.93,28300,508,120,13,10172.43194,3.12,621.88,1532.97,100000,0.281,0.507,27.48,131.7,5,100.0,40.0
308684444,2013-09-11 18:24:19+00:00,KATL,2013-09-11 19:32:00+00:00,37.5,-86.120003,37200,460,103,14,10505.76528,1.85,662.96,1415.3,100000,0.166,0.641,20.63,112.82,5,100.0,40.0
308684459,2013-09-11 18:24:19+00:00,KCLT,2013-09-11 19:16:00+00:00,36.099998,-82.419998,21000,455,139,15,8239.098611,2.86,967.73,1316.34,100000,0.243,0.681,12.49,189.13,5,100.0,40.0
308684485,2013-09-11 18:24:19+00:00,KDFW,2013-09-11 20:00:00+00:00,36.25,-89.529999,36000,467,121,14,13222.43194,2.2,655.99,1678.14,100000,0.184,0.603,13.98,118.73,5,100.0,40.0
308684504,2013-09-11 18:24:19+00:00,KIAH,2013-09-11 20:17:00+00:00,37.299999,-87.599998,38000,426,118,12,15255.76528,5.87,482.03,1019.46,100000,0.185,0.8,27.07,98.05,5,100.0,40.0
308684505,2013-09-11 18:24:19+00:00,KIAH,2013-09-11 20:15:00+00:00,37.580002,-86.879997,29400,391,141,13,15555.76528,6.53,362.34,1879.53,100000,0.093,0.839,3.13,113.8,5,100.0,40.0
308684512,2013-09-11 18:24:19+00:00,KJFK,2013-09-11 19:22:00+00:00,41.900002,-78.43,35000,466,126,14,10372.43194,2.2,924.57,1900.01,100000,0.032,0.564,30.53,64.08,5,100.0,40.0
308684513,2013-09-11 18:24:19+00:00,KJFK,2013-09-11 18:29:00+00:00,40.93,-74.349998,21000,414,105,15,7955.765278,2.87,804.89,1760.08,100000,0.231,0.604,6.58,79.83,5,100.0,40.0
308684519,2013-09-11 18:24:19+00:00,KLGA,2013-09-11 20:00:00+00:00,39.650002,-84.279999,20800,402,111,14,12922.43194,6.87,786.79,1920.5,100000,0.262,0.84,18.93,174.35,5,100.0,40.0
308684537,2013-09-11 18:24:19+00:00,KMSP,2013-09-11 19:28:00+00:00,43.299999,-88.900002,30000,416,128,15,10439.09861,9.87,732.51,1401.74,100000,0.064,0.447,16.96,137.92,5,100.0,40.0
308684556,2013-09-11 18:24:19+00:00,KORD,2013-09-11 19:05:00+00:00,40.970001,-85.879997,21200,414,125,13,7805.765278,4.55,558.55,1743.06,100000,0.065,0.644,30.05,117.24,5,100.0,40.0
308684573,2013-09-11 18:24:19+00:00,KPHL,2013-09-11 19:04:00+00:00,39.93,-78.550003,25000,403,120,13,8155.765278,6.88,623.95,1364.24,100000,0.249,0.763,13.02,65.06,5,100.0,40.0
308685009,2013-09-11 18:24:19+00:00,KELP,2013-09-11 18:50:00+00:00,32.18,-103.32,34000,412,110,13,7472.431944,9.65,942.47,1354.44,100000,0.071,0.855,25.99,53.69,5,100.0,40.0
308685030,2013-09-11 18:24:19+00:00,KHOU,2013-09-11 19:00:00+00:00,30.6,-96.400002,21300,428,109,14,7222.431944,5.65,529.15,1415.89,100000,0.179,0.581,30.2,64.52,5,100.0,40.0
308685103,2013-09-11 18:24:19+00:00,KSTL,2013-09-11 19:40:00+00:00,33.549999,-96.75,26000,400,115,15,12055.76528,9.34,892.34,1200.95,100000,0.167,0.701,37.38,94.54,5,100.0,40.0
308685329,2013-09-11 18:24:19+00:00,KATL,2013-09-11 19:47:00+00:00,37.599998,-79.32,35000,478,118,12,11255.76528,7.05,444.14,1576.6,100000,0.071,0.786,8.32,134.89,5,100.0,40.0
308685343,2013-09-11 18:24:19+00:00,KBNA,2013-09-11 19:40:00+00:00,38.48,-80.720001,36000,413,132,13,11222.43194,7.39,868.59,1617.57,100000,0.24,0.787,24.12,195.44,5,100.0,40.0
308685430,2013-09-11 18:24:19+00:00,KDEN,2013-09-11 21:00:00+00:00,39.619999,-85.32,36000,437,107,15,19905.76528,2.41,956.23,1443.6,100000,0.106,0.357,8.11,126.02,5,100.0,40.0
308685438,2013-09-11 18:24:19+00:00,KDFW,2013-09-11 19:20:00+00:00,32.299999,-93.879997,40000,468,115,12,10972.43194,7.74,698.77,1324.15,100000,0.244,0.672,11.56,92.05,5,100.0,40.0
308685441,2013-09-11 18:24:19+00:00,KDFW,2013-09-11 20:50:00+00:00,35.580002,-80.870003,34000,456,140,16,19139.09861,9.75,339.73,1904.36,100000,0.259,0.79,17.74,139.31,5,100.0,40.0
308685449,2013-09-11 18:24:19+00:00,KDTW,2013-09-11 19:06:00+00:00,40.299999,-79.779999,28000,383,104,13,9239.098611,6.08,782.27,1784.92,100000,0.107,0.554,21.19,105.34,5,100.0,40.0
308685468,2013-09-11 18:24:19+00:00,KFLL,2013-09-11 20:04:00+00:00,34.150002,-77.779999,34000,442,101,16,13939.09861,9.75,608.31,1126.23,100000,0.108,0.751,34.28,84.66,5,100.0,40.0
308685496,2013-09-11 18:24:19+00:00,KIAH,2013-09-11 20:58:00+00:00,35.970001,-82.870003,38000,470,129,12,19072.43194,1.42,757.2,1208.17,100000,0.155,0.752,26.89,45.76,5,100.0,40.0
308685501,2013-09-11 18:24:19+00:00,KIND,2013-09-11 19:40:00+00:00,38.970001,-78.43,28800,371,111,14,11055.76528,4.76,858.79,1508.52,100000,0.278,0.399,24.17,124.53,5,100.0,40.0
308685572,2013-09-11 18:24:19+00:00,KMEM,2013-09-11 19:27:00+00:00,36.25,-87.900002,27900,457,116,14,10439.09861,7.11,761.35,1573.44,100000,0.159,0.44,1.24,123.05,5,100.0,40.0
308685604,2013-09-11 18:24:19+00:00,KMSY,2013-09-11 18:34:00+00:00,30.98,-89.93,18100,379,103,15,6930.450694,1.45,431.51,1095.65,100000,0.13,0.598,15.07,147.17,5,100.0,40.0
308685605,2013-09-11 18:24:19+00:00,KMSY,2013-09-11 20:43:00+00:00,38.349998,-78,21200,366,126,12,17989.09861,2.12,311.83,1955.72,100000,0.038,0.638,30.13,162.92,5,100.0,40.0
308685614,2013-09-11 18:24:19+00:00,KORD,2013-09-11 19:37:00+00:00,39.950001,-81.970001,38000,436,113,15,11389.09861,8.12,634.69,1696.35,100000,0.084,0.442,9.64,144.71,5,100.0,40.0
308685653,2013-09-11 18:24:19+00:00,KPHX,2013-09-11 19:25:00+00:00,35.349998,-107.650002,37100,431,129,13,13472.43194,7.13,867.08,1239.05,100000,0.285,0.875,11.88,119.1,5,100.0,40.0
308686156,2013-09-11 18:24:19+00:00,KABQ,2013-09-11 18:38:00+00:00,36.080002,-106.370003,24000,300,120,15,6305.765278,9.57,866.89,1853.89,100000,0.064,0.851,19.69,43.24,5,100.0,40.0
308686185,2013-09-11 18:24:19+00:00,KATL,2013-09-11 20:50:00+00:00,39.25,-102.779999,33300,474,126,13,18305.76528,1.91,896.11,1795.9,100000,0.02,0.892,27.35,180.1,5,100.0,40.0
308686188,2013-09-11 18:24:19+00:00,KATL,2013-09-11 19:27:00+00:00,35.369999,-89.93,39000,467,107,13,11505.76528,3.91,537.06,1376.11,100000,0.035,0.459,33.52,67.36,5,100.0,40.0
308686193,2013-09-11 18:24:19+00:00,KATL,2013-09-11 19:10:00+00:00,35.549999,-90.599998,37000,406,134,15,11555.76528,7.25,638.65,1676.45,100000,0.158,0.656,30.81,146.13,5,100.0,40.0
308686194,2013-09-11 18:24:19+00:00,KATL,2013-09-11 19:35:00+00:00,36.099998,-92.300003,37000,449,113,16,12805.76528,7.91,518.97,1536.52,100000,0.066,0.695,6.87,161.88,5,100.0,40.0
308686224,2013-09-11 18:24:19+00:00,KBNA,2013-09-11 18:50:00+00:00,38.18,-91.980003,37100,445,143,15,10372.43194,9.92,428.5,1338.6,100000,0.22,0.775,29.58,154.49,5,100.0,40.0
308686228,2013-09-11 18:24:19+00:00,KBNA,2013-09-11 18:45:00+00:00,36.77,-87.879997,23200,397,103,16,8222.431944,3.59,649.77,1778.88,100000,0.144,0.382,11.81,57.51,5,100.0,40.0
308686230,2013-09-11 18:24:19+00:00,KBNA,2013-09-11 19:04:00+00:00,37.330002,-89.07,33000,467,105,14,9455.765278,4.92,410.41,1499.02,100000,0.251,0.461,2.93,89.02,5,100.0,40.0
308686239,2013-09-11 18:24:19+00:00,KBOS,2013-09-11 19:56:00+00:00,44.080002,-82.519997,37000,500,136,13,15239.09861,1.93,733.26,1239.64,100000,0.297,0.815,21.44,70.8,5,100.0,40.0
308686241,2013-09-11 18:24:19+00:00,KBOS,2013-09-11 20:20:00+00:00,44.349998,-89.57,35000,525,138,15,18139.09861,3.26,493.9,1959.78,100000,0.114,0.893,12.56,102.31,5,100.0,40.0
308686247,2013-09-11 18:24:19+00:00,KBUR,2013-09-11 19:46:00+00:00,38.73,-107.949997,29400,396,144,14,14905.76528,7.26,475.81,1120.19,100000,0.145,0.579,24.9,196.83,5,100.0,40.0
308686253,2013-09-11 18:24:19+00:00,KBWI,2013-09-11 19:16:00+00:00,40.119999,-81.949997,39000,481,105,13,11322.43194,2.26,457.71,1280.61,100000,0.176,0.815,37.24,131.35,5,100.0,40.0
308686275,2013-09-11 18:24:19+00:00,KCLT,2013-09-11 21:05:00+00:00,39.630001,-102.529999,27100,439,127,15,20055.76528,7.93,624.7,1202.13,100000,0.192,0.58,17.5,157.93,5,100.0,40.0
308686276,2013-09-11 18:24:19+00:00,KCLT,2013-09-11 19:21:00+00:00,36.029999,-85.370003,35000,469,106,16,11072.43194,8.6,505.02,1062.2,100000,0.101,0.619,32.56,173.69,5,100.0,40.0
308686300,2013-09-11 18:24:19+00:00,KCVG,2013-09-11 19:34:00+00:00,39.099998,-92.769997,31000,470,130,12,12472.43194,6.61,432.65,1703.86,100000,0.224,0.463,3.94,71.78,5,100.0,40.0
308686311,2013-09-11 18:24:19+00:00,KDCA,2013-09-11 19:51:00+00:00,41.049999,-88.620003,37000,490,119,13,14222.43194,4.94,516.14,1164.63,100000,0.087,0.895,13.57,85.07,5,100.0,40.0
308686350,2013-09-11 18:24:19+00:00,KDTW,2013-09-11 19:05:00+00:00,43.23,-87.279999,35000,510,135,15,10639.09861,3.95,748.53,1707.33,100000,0.287,0.779,15.8,59.47,5,100.0,40.0
308686353,2013-09-11 18:24:19+00:00,KDTW,2013-09-11 20:28:00+00:00,41.200001,-99.349998,35000,505,116,14,16489.09861,5.95,389.48,1287.54,100000,0.013,0.897,21.97,106.73,5,100.0,40.0
308686371,2013-09-11 18:24:19+00:00,KEWR,2013-09-11 21:25:00+00:00,41.299999,-104.150002,31900,479,134,15,23972.43194,8.95,335.2,1768.78,100000,0.105,0.504,20,70.29,5,100.0,40.0
308686373,2013-09-11 18:24:19+00:00,KEWR,2013-09-11 21:10:00+00:00,43.77,-97.75,37000,515,136,14,20922.43194,1.29,795.84,1488.92,100000,0.212,0.583,11.12,101.8,5,100.0,40.0
308686374,2013-09-11 18:24:19+00:00,KEWR,2013-09-11 19:52:00+00:00,44.27,-83.599998,37000,512,115,15,15172.43194,1.96,676.16,1348.99,100000,0.12,0.622,26.18,117.56,5,100.0,40.0
308686382,2013-09-11 18:24:19+00:00,KFAT,2013-09-11 20:03:00+00:00,39.52,-108.779999,32000,401,123,12,13855.76528,7.29,418.7,1229.54,100000,0.258,0.387,29.63,83.59,5,100.0,40.0
308686427,2013-09-11 18:24:19+00:00,KHOU,2013-09-11 20:00:00+00:00,37.099998,-102.650002,39000,453,101,13,13889.09861,1.3,633,1932.66,100000,0.199,0.506,5.21,152.5,5,100.0,40.0
308686440,2013-09-11 18:24:19+00:00,KIAD,2013-09-11 19:51:00+00:00,40.799999,-87.120003,39000,480,136,12,13955.76528,9.97,477.13,1113.56,100000,0.169,0.467,5.96,197.3,5,100.0,40.0
308686444,2013-09-11 18:24:19+00:00,KIAD,2013-09-11 20:40:00+00:00,40.049999,-102.050003,28600,473,140,13,21089.09861,3.64,698.4,1553.84,100000,0.093,0.625,27.18,100.32,5,100.0,40.0
308686451,2013-09-11 18:24:19+00:00,KIAH,2013-09-11 20:02:00+00:00,36.919998,-103.32,36700,427,125,13,14122.43194,8.31,560.62,1574.32,100000,0.032,0.9,15.59,50.59,5,100.0,40.0
308686467,2013-09-11 18:24:19+00:00,KIND,2013-09-11 18:40:00+00:00,39.869999,-90.019997,35000,455,141,12,7322.431944,9.98,745.7,1335.43,100000,0.018,0.429,22.5,142.65,5,100.0,40.0
308686469,2013-09-11 18:24:19+00:00,KIND,2013-09-11 19:10:00+00:00,39.830002,-89.379997,34700,478,143,14,9655.765278,2.31,506.34,1055.57,100000,0.125,0.508,13.62,174.16,5,100.0,40.0
308686472,2013-09-11 18:24:19+00:00,KIND,2013-09-11 18:50:00+00:00,39.830002,-88.419998,26900,452,124,14,8472.431944,4.31,847.29,1635.78,100000,0.14,0.625,19.79,61.42,5,100.0,40.0
308686483,2013-09-11 18:24:19+00:00,KJFK,2013-09-11 20:59:00+00:00,44.349998,-100.169998,29500,511,112,15,20639.09861,2.65,930.79,1096.54,100000,0.293,0.508,29.42,74.71,5,100.0,40.0
308686515,2013-09-11 18:24:19+00:00,KLAX,2013-09-11 19:50:00+00:00,39.580002,-105.57,22300,392,100,12,15389.09861,5.99,600.95,1618.76,100000,0.264,0.666,4.25,98.83,5,100.0,40.0
308686518,2013-09-11 18:24:19+00:00,KLAX,2013-09-11 19:15:00+00:00,36.369999,-113.970001,38000,431,125,16,10255.76528,7.99,941.91,1198.97,100000,0.28,0.784,10.42,146.09,5,100.0,40.0
308686519,2013-09-11 18:24:19+00:00,KLAX,2013-09-11 20:05:00+00:00,39.470001,-106.650002,33500,448,104,13,14505.76528,8.65,822.23,1059.03,100000,0.188,0.823,25.48,161.85,5,100.0,40.0
308686540,2013-09-11 18:24:19+00:00,KLGA,2013-09-11 20:02:00+00:00,44.32,-85.129997,39000,530,103,14,15339.09861,4.66,408.9,1120.49,100000,0.296,0.549,29.68,172.68,5,100.0,40.0
308686544,2013-09-11 18:24:19+00:00,KLGA,2013-09-11 20:30:00+00:00,40.950001,-104.300003,21100,438,107,14,23805.76528,7.33,630.17,1560.77,100000,0.22,0.706,11.91,75.69,5,100.0,40.0
308686574,2013-09-11 18:24:19+00:00,KMCO,2013-09-11 19:47:00+00:00,33.799999,-89.199997,35000,437,136,14,14155.76528,9.33,539.7,1362.84,100000,0.084,0.786,34.63,68.3,5,100.0,40.0
308686575,2013-09-11 18:24:19+00:00,KMCO,2013-09-11 19:22:00+00:00,31.85,-85.519997,37000,423,115,15,11539.09861,1,420.02,1222.91,100000,0.283,0.825,10.69,84.06,5,100.0,40.0
308686581,2013-09-11 18:24:19+00:00,KMDW,2013-09-11 19:11:00+00:00,40.900002,-91.75,31200,441,121,14,9905.765278,5,401.92,1383.33,100000,0.023,0.511,23.03,178.58,5,100.0,40.0
308686584,2013-09-11 18:24:19+00:00,KMDW,2013-09-11 19:35:00+00:00,40.400002,-96.620003,39000,477,102,13,12305.76528,7,742.88,1963.54,100000,0.039,0.629,29.2,65.84,5,100.0,40.0
308686603,2013-09-11 18:24:19+00:00,KMKE,2013-09-11 19:04:00+00:00,41.48,-97.279999,37000,483,143,16,11455.76528,1.67,568.91,1304.85,100000,0.04,0.826,3.29,45.16,5,100.0,40.0
